route_id,agency_id,route_short_name,route_long_name,route_type,route_url
"2790","GMB","20M","FUNG YUEN - TAI PO CENTRAL(CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2790&lang=EN"
"2796","GMB","20B","TUNG TSZ - TAI PO MARKET STATION(VIA TUNG TSZ SHAN ROAD)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2796&lang=EN"
"2797","GMB","20C","TAI PO MARKET STATION - TAI MEI TUK(VIA SHAN LIU ROAD)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2797&lang=EN"
"2798","GMB","51S","WAH KWAI ESTATE - ABERDEEN (CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2798&lang=EN"
"2801","GMB","30B","CHAK ON ESTATE - SHEK KIP MEI STATION(CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2801&lang=EN"
"2802","GMB","69X","CYBERPORT - CAUSEWAY BAY (LOCKHART ROAD)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2802&lang=EN"
"2722","GMB","54M","KENNEDY TOWN STATION - QUEEN MARY HOSPITAL","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2722&lang=EN"
"2723","GMB","48","SHUN LEE - KOWLOON BAY(CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2723&lang=EN"
"2724","GMB","49M","SHUN TIN - PING SHEK (CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2724&lang=EN"
"2725","GMB","84","ALLWAY GARDENS - TSUEN WAN CHUNG ON STREET","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2725&lang=EN"
"2726","GMB","57K","SHEUNG SHUI - TSIU KENG","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2726&lang=EN"
"2733","GMB","87","LEI YUE MUN ESTATE - KOWLOON BAY (KAI YAN STREET) (CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2733&lang=EN"
"2734","GMB","88","KAI CHING ESTATE (KAI TAK) - WONG TAI SIN STATION (CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2734&lang=EN"
"2735","GMB","83A","TSUEN WAN (CHUEN LUNG STREET) - ON YAM ESTATE (ON CHIT STREET)(CIRCULAR)","3","http://hketransport.td.gov.hk/ris_page/get_gmb_detail.php?route_id=2735&lang=EN"
