route_id,agency_id,route_short_name,route_long_name,route_type,route_url
"8206","NWFB","682","柴灣(東) - 烏溪沙站","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=682&dsmode=1&l=0"
"8213","KMB","269A","天秀路 - 葵涌(葵芳邨)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=269A&lang=zh-hk"
"8214","KMB","269P","葵涌(葵芳邨) - 天恆邨總站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=269P&lang=zh-hk"
"8215","KMB","286C","利安 - 深水埗","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=286C&lang=zh-hk"
"8216","LWB","E34A","天水圍市中心 - 機場(地面運輸中心)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=E34A&lang=zh-hk"
"8217","LWB","E34A","天水圍市中心 - 機場(地面運輸中心)(不經天水圍北)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=E34A&lang=zh-hk"
"8218","LWB","E34A","天瑞邨 - 機場(地面運輸中心)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=E34A&lang=zh-hk"
"8219","LWB","E34B","元朗 - 機場(地面運輸中心)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=E34B&lang=zh-hk"
"8220","NWFB","H1","中環碼頭 (6號碼頭) - 尖沙咀 (漢口道)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=H1&dsmode=1&l=0"
"8221","NWFB","H2","中環碼頭 (6號碼頭) - 尖沙咀(漢口道)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=H2&dsmode=1&l=0"
"8222","KMB","240X","黃泥頭 - 葵興站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=240X&lang=zh-hk"
"8223","CTB","43M","田灣邨 - 石塘咀(德輔道西近山道)(循環線)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=43M&dsmode=1&l=0"
"8229","KMB","280X","穗禾苑 - 尖沙咀東(麼地道)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=280X&lang=zh-hk"
"8230","KMB","X42C","長亨 - 油塘","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=X42C&lang=zh-hk"
"8231","KMB","28B","啟德(啟晴邨) - 彩福","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=28B&lang=zh-hk"
"8232","NLB","11A","東涌市中心 - 石壁","3","http://www.newlantaobus.com/route/"
"8233","KMB+CTB","307C","大埔 (大埔頭) - 灣仔(香港會議展覽中心)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=307C&lang=zh-hk|http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=307C&dsmode=1&l=0"
"8236","CTB","E22X","油塘 - 機場博覽館","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=E22X&dsmode=1&l=0"
"8244","KMB","290","彩明 - 荃灣西站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=290&lang=zh-hk"
"8245","KMB","290A","彩明 - 荃灣西站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=290A&lang=zh-hk"
"8246","LWB","E34A","天頌苑頌棋閣 - 機場(地面運輸中心)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=E34A&lang=zh-hk"
"8247","KMB","98D","坑口(北) - 尖沙咀東 (不經重華路及培成路)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-hk"
"8248","KMB","98D","坑口(北) - 尖沙咀東 (經寶順路)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-hk"
